Subject,Release,Acquisition,Gender,Age,3T_Full_MR_Compl,7T_Full_MR_Compl,MEG_FullProt_Compl,DDisc_AUC_200,DDisc_AUC_40K
828862,S1200,Q13,F,26-30,true,false,false,0.105926044,0.85794294
832651,S1200,Q12,M,22-25,true,false,false,0.09889479,0.43307313
833148,S500,Q05,M,26-30,true,false,false,0.12975417,0.772396
833249,S500,Q04,F,26-30,true,true,false,0.51881665,0.5843752
835657,S900,Q11,F,31-35,true,false,false,0.31543124,0.13619812
837560,S500,Q05,M,26-30,true,false,false,0.050066665,0.22708355
837964,S500,Q06,F,31-35,true,false,false,0.8698583,0.7444013
841349,S900,Q10,F,26-30,true,false,false,0.15892084,0.16041687
843151,S900,Q11,M,26-30,true,false,false,0.32441562,0.46132833
844961,S900,Q08,F,31-35,true,false,false,0.41894686,0.9421877
845458,S500,Q06,F,31-35,true,false,false,0.043946873,0.25820333
849264,S900,Q10,F,31-35,true,false,false,0.06465,0.07265646
849971,S500,Q05,M,22-25,true,false,false,0.8369156,0.95078146
852455,S900,Q08,F,26-30,true,false,false,0.092384376,0.2548179
856766,Q1,Q01,F,31-35,true,false,false,0.07181146,0.043880418
856968,S900,Q10,M,31-35,true,false,false,0.37819168,0.46953145
857263,Q2,Q02,M,22-25,true,false,false,0.3457698,0.43033874
859671,Q1,Q02,F,31-35,true,true,false,0.53300935,0.9500002
861456,Q1,Q01,F,31-35,true,true,false,0.26425937,0.91809916
865363,Q1,Q01,M,22-25,true,false,false,0.13300937,0.22513042
867468,S900,Q07,M,22-25,true,false,false,0.51881665,0.5979169
869472,S1200,Q11,F,22-25,true,false,false,0.98444164,0.9843752
870861,S900,Q09,M,31-35,true,false,false,0.26673332,0.5735679
871762,S500,Q06,M,26-30,true,true,false,0.13274896,0.3406252
871964,Q3,Q03,M,26-30,true,false,false,0.85162914,0.8757815
872562,S900,Q08,F,31-35,true,false,false,0.07493646,0.14739604
873968,S900,Q06,F,22-25,true,false,false,0.21491042,0.7628908
877269,S500,Q05,F,22-25,true,false,false,0.12715,0.13710958
878877,S1200,Q09,M,26-30,true,true,false,0.20605625,0.50117207
880157,S900,Q08,M,31-35,true,false,false,0.40410313,0.6332033
882161,S900,Q07,F,26-30,true,false,false,0.13743646,0.3953127
885975,Q2,Q02,F,26-30,true,false,false,0.08574375,0.54166687
886674,S1200,Q11,M,22-25,true,false,false,0.41946772,0.9656252
887373,Q2,Q03,F,31-35,true,false,false,0.48313957,0.9765627
889579,Q1,Q01,M,31-35,true,false,false,0.45280105,0.8562502
891667,S900,Q10,M,26-30,true,false,true,0.47011876,0.68958354
894067,S900,Q08,M,31-35,true,false,false,0.261525,0.9843752
894673,Q1,Q02,F,26-30,true,false,false,0.19629063,0.5204429
894774,S900,Q10,M,26-30,true,false,false,0.07103021,0.46184915
896778,Q1,Q01,F,31-35,true,false,false,0.14980625,0.62421894
896879,Q1,Q02,M,26-30,true,false,false,0.1694677,0.6095054
898176,S500,Q06,M,31-35,true,true,true,0.36738437,0.6625002
899885,Q3,Q03,F,26-30,true,true,false,0.44537917,0.9023439
901139,Q1,Q01,F,26-30,true,true,false,0.5130875,0.9108075
901442,S500,Q06,F,26-30,true,true,false,0.034571875,0.62877625
902242,S1200,Q08,F,36+,true,false,false,0.67910314,0.6757814
904044,Q3,Q03,F,31-35,true,false,false,0.1943375,0.3531252
905147,S1200,Q13,F,36+,true,true,false,0.71868646,0.9843752
907656,S500,Q06,F,31-35,true,false,false,0.26256666,0.23632833
908860,S1200,Q10,M,26-30,true,false,false,0.36660314,0.6601564
910241,S500,Q05,M,26-30,true,true,false,0.45084792,0.8593752
910443,S900,Q11,F,26-30,true,false,false,0.41048333,0.9110679
911849,S1200,Q13,F,31-35,true,false,false,0.7492854,0.9531252
912447,S500,Q06,M,26-30,true,false,false,0.27610832,0.4937502
917255,Q1,Q02,M,31-35,true,false,false,0.24967605,0.6731773
917558,S900,Q12,F,31-35,true,false,false,0.3224625,0.9265627
919966,S900,Q11,F,31-35,true,false,false,0.055405207,0.18450542
922854,S500,Q07,M,26-30,true,false,false,0.061915625,0.2640627
923755,S900,Q10,F,26-30,true,false,false,0.23157708,0.034245
927359,S900,Q07,M,22-25,true,true,false,0.19642083,0.45364603
930449,S500,Q05,F,22-25,true,false,false,0.19941562,0.4829429
932554,Q2,Q02,M,26-30,true,false,false,0.11842604,0.15729187
933253,S1200,Q12,F,26-30,true,false,false,0.042254165,0.0920575
942658,S900,Q08,M,26-30,true,true,false,0.5738948,0.9265627
943862,S1200,Q09,M,26-30,true,true,false,0.08444167,0.54544294
947668,S900,Q08,F,26-30,true,false,false,0.17441562,0.2886721
952863,S900,Q10,F,22-25,true,false,false,0.19485833,0.17213562
955465,S900,Q08,M,26-30,true,false,false,0.22350417,0.28046897
957974,S500,Q04,F,26-30,true,false,false,0.374025,0.93984395
958976,S500,Q05,M,26-30,true,true,false,0.7828792,0.9531252
959574,Q3,Q03,F,26-30,true,false,false,0.19329584,0.81796896
962058,S1200,Q08,M,26-30,true,false,false,0.13405104,0.41809916
965367,S500,Q07,M,31-35,true,false,false,0.04733229,0.04687521
965771,S500,Q05,M,31-35,true,false,false,0.26087394,0.15520854
966975,S900,Q12,M,22-25,true,true,false,0.14108229,0.35820332
969476,S1200,Q12,M,31-35,true,false,false,0.5001969,0.8281252
970764,S1200,Q09,F,22-25,true,false,false,0.330275,0.7093752
971160,S1200,Q10,M,26-30,true,true,false,0.35280105,0.8656252
978578,Q3,Q04,F,31-35,true,false,false,0.2443375,0.6843752
983773,S500,Q05,M,26-30,true,false,false,0.18860833,0.44427103
984472,Q2,Q02,F,26-30,true,false,false,0.16465,0.76015645
987074,S1200,Q10,M,22-25,true,false,false,0.20618646,0.78476584
987983,S500,Q04,F,26-30,true,false,false,0.13769688,0.24570334
989987,S1200,Q13,M,31-35,true,false,false,0.19368646,0.9309898
990366,S900,Q10,M,22-25,true,false,false,0.039910417,0.026302291
991267,S500,Q06,M,26-30,true,false,false,0.1724625,0.33815125
992673,S900,Q12,F,31-35,true,false,false,0.33561355,0.79166687
992774,Q2,Q02,M,31-35,true,false,false,0.017123958,0.019531459
993675,S900,Q09,F,26-30,true,false,false,0.60306144,0.9382815
994273,S500,Q06,M,26-30,true,false,false,0.060613543,0.5294273
996782,S900,Q08,F,26-30,true,false,false,0.49772292,0.3796877
